tweet,is_offensive
"@SiolNEWS To je poročala samo za SIOL,ali tudi za druge tv. Ko smo ravno pri zbiranju ljudi nad 50. Maša v nedeljo? Koliko je bilo ljudi v cerkvi? So držali razdaljo? Naj se vpraša vsak, ki je tam bil. Ne rabim odgovora.",žalitev
Minister za obrambo obiskal brigade Slovenske vojske https://t.co/lMSKA8WQ8J,ni sporni govor
"@D_Jasmina me bolj zanima, kaj imajo o njemu za povedat prejšnje žene oz partnerke",ni sporni govor
Aligator Music Shop Kranj - ko je bil nakup muzike velik dogodek! #retro #Kranj https://t.co/YZqG6EjIVy,ni sporni govor
"@Rok_Novak Mislil sem bolj na to, da pesmi s komunistično vsebino in prestižne restavracije za elito pač ne gredo skupaj. Si pa želim, da bi ji šlo dobro. Bolj kot gre veliko ljudem dobro v poslu, bolje je za ostale.",ni sporni govor
"Donald Trump: Koronavirus razkril, kako je nevarna odvisnost od dobavnih verig na Kitajskem! https://t.co/pHlkhON1Sr",ni sporni govor
"[POGAJANJA O NOVI KOALICIJI] Svet @StrankaSMC je na današnji seji pooblastil predsednika stranke @PocivalsekZ, da nadaljuje pogovore o vstopu v morebitno vlado @JJansaSDS. https://t.co/zJTDDpf0eE",ni sporni govor
"Baje je letošnja prodaja koles hudo porasla. Kaj, če bi sedaj petkove proteste spremenili v proteste v kopalkah (da si še tekstilci in trgovci mal opomorejo) nato proteste s sladoledom, potem na rolerjih in jeseni še z dežniki.",žalitev
"@NovakBozidar @BojanPozar @MladiZdravniki svetujejo glede čiščenja. Potrebujete vodo in belilo, na primer Varekino. To delamo zase, predvsem pa za najstarejše v svojem bloku. https://t.co/57LQo1RUAd",ni sporni govor
"@robilesnik @Bojana61654450 @VeraG_KR Udbovski očitek. V resnici na tistem pogovoru ni bil korektno seznanjen, posredovano v javnost za čisto diskreditacijo. Ko bi ga na koncu morali seznaniti z očitki, da bi lahko odgovoril, pa ga niso in niso ponudili možnosti. Ugotovilo sodišče. https://t.co/DcDLYXmDDn",ni sporni govor
"@ciro_ciril @JJansaSDS @strankaSD Ti se oglašaš, se bojiš, da bi kmalu lahko izgubil status prvo razrednika 🤣",žalitev
"@Miha84304756 @Komanovmulc @Medeja_7 @free_RTVSLO Nekdo, ki nima denarja za preživetje, bo prisiljen najti način, kako bone vnovčiti. Tak zanesljivo ne bo šel v Holiday Inn, niti ne na Jezersko.",ni sporni govor
"@ciro_ciril @JozeJerovsek Hvala za pokroviteljstvo, pa vendar danes niste pokazali, da to poznate. Če kaj manjka v SLO, je to mala šola intelektualizma za vse državljane, tudi za Vas bi bila to priložnost za osebno in poklicno rast.",žalitev
@CMiklavcic @GovorecCOVID19 Tam njihova vlada ni vrgla puške v koruzo! Bistveno!,ni sporni govor
"Here we go again ... Za domovino, z nagobčniki na obrazu naprej!

PRENOS V ŽIVO: 'Ukrep ponovne uvedbe nošenja mask je nujen in potreben' https://t.co/UfIrEg2hXj

#mojojsrecojnemakraja",žalitev
"@eul_brigitta @SiolNEWS Res je. Zelena luč je bila izključno politično motivirana. Pove vse o sedanji vladi in pove veliko tudi o Pahorju (ampak spet nič, kar večina Slovencev o njemu ne bi že vedela).",ni sporni govor
"@Stanisl15592752 Sprosti se, lepo, da si ponosen Slovenec, zadeva ni tako daleč, da bi bilo potrebno uporabljati jezik vojne. Sprehodili so se, povedali svoje, kaj tudi neprimerno, samo na koncu vsi živi in zdravi. Več vljudnih argumentiranih debat. Stepst se je najlažje, na koncu spet dialog.",žalitev
"Italijanska pisateljica Francesca Melandri, ki zadnje tri tedne preživlja v rimski karanteni, je v svojem pismu Evropejcem, ki ga je objavil britanski Guardian, nazorno opisala, kaj vse nas čaka v prihodnjih dneh, tednih … ""Mi smo zdaj tam, kjer boste ... https://t.co/3cYYTxfM6e https://t.co/LlpYkaFlcf",ni sporni govor
"Mi nimamo še razglašenega izrednega stanja, imamo pa že razglašeno vlado. #COVID19",ni sporni govor
"@davorvrban Ivan vedno rabi gospodarja kot tipični komunistični aparatčik. Milana. Potem Zemljariča. Sedaj ko so pa vsi betežni in demetni, pa Orbana. Lažni alfa samec brez firerja ne more bivati.",žalitev
@KeyserSozeSi Ivan je tak kot genitalni herpes. Ko ga fašeš te spremlja celo življenje...,žalitev
"@_simplepotato @JJansaSDS Kdo bi kaznoval avto. Ve se kdo je lastnik, se pogleda in kaznuje, če je potrebno. Se pa strinjam, da se na podlagi registrske naj ne kaznuje.",ni sporni govor
"Rahlo rosi. Srake se razigrano lovijo.
Tečem, letim, bežim pred nevihto!
Nedaleč, Ona, na terasi stoji.
Oblečena le v nasmeh in dežne kapljice.
Veličastna.
Okamenelo strmim. 
Nevihta naju prekrije.",ni sporni govor
"@R_Rakus @freewiseguy @tomltoml @cikibucka A tud' pomanjkanje banan povzroča abstinenčno krizo? To pa nism' vedu. Aja, ""banane"", mona...😀",ni sporni govor
"@ta_zelen @ATBeatris @SergijVermiglio OK. Mnogo besed je napisal. Najmanj kar je, je bil neroden. Kdor govori tako, kot je on, se neposredno izpostavlja manipulacijam. Treba je povedati kratko in jasno, kar misliš in ne preigravati tujih potencialnih scenarijev.
Sicer pa: US ni uravnoteženo, z njim bi bilo še manj.",žalitev
"KGB je izdelal natančen načrt kako zrušiti urejen red v normalnih državah. Naši komunisti se ga držijo zavedno ali nezavedno. Levico še posebej bi KGB odlikoval!
Yuri Bezmenov je razkril njihovo taktiko za vse nas! https://t.co/xeUx0GGjDr",žalitev
"@ZigaTurk @llisjak Maybe, ampak vsebina je taksna kot bi jo pricakoval od SDS.",žalitev
"Tednik MLADINA ima obveščevalce znotraj @policija_si, torej niso mediji le 4. veja oblasti ampak kar 4+1+2+3, glede na to kako do njih curljajo informacije.",žalitev
"Kitajci so množično zažigali trupla, to je opazil češki vremenoslovec z satelitske slike, kjer je bil zaznan večji vir toplote blizu Wuhana--Kitajci skrivajo marsikaj. https://t.co/51tZbhvfse",žalitev
"Šarec ima že izkušnje s senčno vlado.
Takoj, ko so ga postavili na sonce, se mu je karakter stopil.
Kakšne traparije, da nekdo, ki je odstopil s premijerskega položaja, vodi potem senčno vlado.🥱",žalitev
"@BojanPozar @MarkoPavlisic @petrasovdat @finance_si @PocivalsekZ hvala za info, to je zame novo in moram poiskat ta Faktor, ker sem ves čas slutil da je nekaj v tej smeri",ni sporni govor
"Protesti 2012-13 so bili samonikli. Takratna vlada Janeza Janše je bila na oblasti že devet mesecev. Povod je bila samopašnost župana Kanglerja v Mariboru. Protestiralo se je proti sistemu, ne zaradi Janše. Tovrstno interpretacijo je vzpostavil slednji, s časom je ponarodela.",žalitev
"2. Mentalno zdravje ljudi, tesnoba, depresija 14 dni ali več tega ne rešujejo SOS telefoni. Družinskega nasilja, alkoholizma bo več, če ga že ni... Zakaj nihče ne govori o tem in zakaj novinarji ne postavljate več teh vprašanj?",ni sporni govor
"@ciro_ciril Če imata pamet po dedku sta na slabi poti.  V Dragomlju jih pri gasilcih  za prov brihtna žal nimajo. Pravjo jima bučman. Adijo, pa ostni doma.",žalitev
"Vedno sem trdil, da se tako brezveznemu folku, kot je ""slovenski narod"", ne da demokracije. Potrebuje bič in palico. https://t.co/yGMVLlbjRr",nasilje
"Vsi milijoni tega sveta ne morejo vrniti niti enega samega življenja, ki bi ga pred okužbo lahko zaščitila ena samcata zaščitna maska!!!! https://t.co/FX7NSD4CIO",ni sporni govor
Fantastična akcija Milan za vodstvo z 1:0. #MilabBologna https://t.co/gAF4ufTJuD,ni sporni govor
"@AlenkaJerajSDS @LukaMesec @Svarun_K Čudna je tale tvoja normalnost, Jerajeva. Zato pa je tako z ventilatorji in maskami.",žalitev
"Da boste vedeli, kaj ta RTV podpira in vzpodbuja. 
Pandemija kitajskega virusa ne sme biti razlog, da se preneha z umori. 
To je svetlobna leta od uravnoteženosti https://t.co/t5tM9auXHD",žalitev
"@BojankaStern @spelasiki @SPusnar Kako bomo vedeli, da gre epidemija h koncu, če bodo samo hospitalne testirali? Kako bodo predvidevali vrhove komplikacij?",ni sporni govor
"@MilenaCvetezar @MrNathanSi Govoriti, da prenos virusa ni povezan z migracijami, ko bodo ljudje zdaj umirali, je skrajno neumno. In si zasluži, da privzdignemo glas. Vsaka stvar ima meje.",žalitev
"Ker če kaj potrebuje slovenska družba so to 7,8 mio vredne nove pisarne državnega podjetja, ki na podlagi koncesije upravlja in vzdržuje avtocestno omrežje (btw: a nima DARS sedež v Celju?). Med tem še vedno npr. ni rešena prostorska problematika Mariborske knjižnice. #prioritete https://t.co/6xB71vXPuu",ni sporni govor
"@zatisje Če res ne bo šlo neposredno, se bo treba obrniti na (dosedanje) dežurne po zdravstvenih domovih. Tisti pa najbrž so dosegljivi.",ni sporni govor
Kako posneti uro pouka. Tomi Tomšič  https://t.co/PVqOV25GBX #geografija #pouk #PoukDoma,ni sporni govor
"@vejica @Japreva Se strinjam, zato potrebuješ načrt testiranj po regijah ali kaj podobnega.",ni sporni govor
"64 parkirnih mest v garažni hiši Koroški veter, Maribor. Izkl.cena=3.640 evrov za enoto. https://t.co/MeeZ2uIIqq https://t.co/K8yWItt0Ch",ni sporni govor
"@1nekorektna1 Bil je smešen, potem 18 mesecev ni bil smešen, zdaj je spet smešen, še malo in ne bo ga več ;)",ni sporni govor
"To današnji protestniki mislijo o desno mislečih...

Je to shod proti sovraštvu ali dejansko #ShodSovraštva https://t.co/l2IRx1GQpx",žalitev
"📖Priporočamo v branje
Konvergenčno poročilo 2020 @ecb ugotavlja, da so države EU zunaj evrskega območja od leta 2018 dosegle mešan napredek pri ekonomski konvergenci, sprejele pa pomembne ukrepe za zmanjšanje javnofinančnih neravnovesij. 👉 https://t.co/FPAem0GZZs",ni sporni govor
"Dobili smo še en zaključek sage Peticije o sovraštvu. 

Zagovornik načela enakosti se strinja z nami glede netransparentnega delovanja državnega zbora!

Več na https://t.co/EeYt7Yz3Wm",ni sporni govor
"@BizjakSelma Počakajte, da pridejo nazaj iz Bosne in juga v Velenje, Kranj.... Ko bo to explodiralo nas ne reši nihče več.",žalitev
"@RLjubljana Ni sans da spravim vse v 3. Ampak recimo no (brez politikov):
1. Ana Maria Mitic
2. Matjaz Javsnik
3. Zan Mahnic",ni sporni govor
"@Pikanai1 Joj, kako ste levuhi duhoviti! Pa inteligentni! In vi bi se radi še razmnoževali?",žalitev
"@Matej_Klaric @NejkoWejko Ne,vaš  način je tip zaničevanja,nestrpnost in izražanje sovraštva,del kampanje sovraštva,ki ste jo nestrpneži te dni zagnali!",žalitev
"A bojo kombinatke pele na pogrebu?
Repertoarja je dovolj. #komunajzarji#jugonostalgiki",žalitev
"Ja, taka je vražja podkev globalizma, ima levi in desni rog in isto sponzorsko omrežje velekapitala. https://t.co/dx4H8f9rVP",žalitev
"@viktor_viktorh Na 1km oddaljenosti in po fotošopu ... 😉
Mihelič pa vseeno ni novinar. Zapisovalec osladnih notic po nareku kvazi medijskih pomembnežev.",žalitev
"@pipermanaus Bi se lahko predstavil z lastnim imenom in priimkom? Tako, zgolj zaradi bontona...",žalitev
"@VTrentelj @drVinkoGorenak @policija_si sum ali pa tudi ne, ker ni povedala, kaj je dobil, temvec je dejala, da je dobil ""ponudbo, ki se je ne da zavrniti""! kaj pa je to pa ni povedala!! torej mogoce vrecka jabolk, bonbonov, cokolade...............",ni sporni govor
"@Bojana61654450 To kar se gre EU z to bando ""begunsko, migrantsko"" naj se jebejo sami med sabo. Mi moramo pristopiti med Višegrajce, če ne nas ne bo več, ker nas bo ta golazen preplavila. Samo Višegrajci nas bodo ubranili in branili pred to hordo. Vsa Z evropa je v kurcu in še slabše bo!!!!!!",žalitev
"@peterjancic Ker si novinarstvo predstavljate kot družbeno-politično dejavnost, je težko razumeti.",žalitev
Plan Kalergi ali preprosta resnica o veliki in neresnični zaroti: https://t.co/hf9bM6WeLm,ni sporni govor
"Učinkovitost se meri s širino in toploto srca. Z dobrim namenom. Pa kak teb ni jasn, da skoz ta gnar na plano vlečeš?!? https://t.co/LxnIoLBMTo",žalitev
"@rtvslo Menim, da je že čas za prenehanje z ustrahovanjem. Vsi smo dovolj zreli, da pazimo na preventivo. Ukinite z navodili nošenja mask in raje poskrbite, da bo zdravstvo v čim večji meri ostalo javno.",žalitev
"@slov_bruh @ZigaTurk ""Sanders je edini normalen politik iz USSR.""

Tako popravil sem vam.",žalitev
"@SablatnikUros @ciril36644099 @JJansaSDS Ciril vse ve, za 100 let naprej.
On ma bajalico...",žalitev
"@MiranOrnik Mi smo se lani dobili maturanti 76 letnika. Naš razred. Tudi ponosni, da smo se vsi poznali. 😁 Pa še vsi živi.",ni sporni govor
@iCinober @jaka4kidsfun Odvisno od osebne presoje zgodovine in predvsem od osebnega odnosa do življenja.,ni sporni govor
@MarkoPoznic @FranciKek @vecer @DamijanaZ Prva je bila leta 1918. Korošceva.,ni sporni govor
"@AurelioJuri Zlatan Jurich,  spet si zamudil priliko biti tiho. Kako pa kaj svinganje?",žalitev
"#tahitre ⚡️
Novogoriški graditelji TCS na @RADIO_ROBIN
Datum in trasa maratona Vuhred - Ribniška koča
Akcija #SlovenijaKolesari 2020
Luka's Bikes zaposli
Kaj je zdaj z obveznim nošenjem čelad?
In Lejla Tanović na @cblancabikerace in na @bikemag https://t.co/yq8fw64JLA https://t.co/yVFl5vymKi",ni sporni govor
"@Urskitka @Matino667 @JazbarMatjaz Grozljivo. Čim se nekdo drzne nekaj pokritizirat takoj diskreditacija, pa če gre še za tako uspešno osebo, vrhunsko v svojem poklicu, kar ji priznava mednarodna strokovna javnost. Kako zelo nizkotno!😡",žalitev
"@Matevz007 @JJansaSDS @LukaMesec Jih je še nekaj- Pahor, na primer, pa Janša, Mahnič...- ki so znani po tem, da delali v privatnem sektorju!",žalitev
"@SlovenijaVsrcu @lojzi1 Tako odzdravljajo Hrvati. Zelo lepo se pocutim, ko mi na ,dober dan, odgovorijo, Bog daj!",ni sporni govor
"@DarkoStrajn Pa kje, za božjo voljo, vidite v Sloveniji skrajno desnico?Edina skrajnost v Sloveniji ste levičarji in en kup vaših nepotrebnih NVO. Ne znate pa popolnoma nič drugega kot mešati meglo in za to mešanje obilno zajemati denar iz državnega korita.",žalitev
"Izkoristite dopoldne, sončno bo #animacija https://t.co/S1HRrRgPvC https://t.co/ddWrNn3TUa",ni sporni govor
@Jure_Bajic @bosthi Ja vsaj neke drobtinice...pol si pa predstavljaj kaj so sploh ženske tam...samo za reprodukcijo😏.,žalitev
"@BojanPozar @BrankoGrims1 @gregarepovz @SpletnaMladina Smešno, ko se tabloid primerja z raziskovalnim novinarstvom. A želva tudi joka, ker ne doseže listja na vrhu drevesa, kot žirafa?",žalitev
Idealen čas za fušarje in sosedsko pomoč. Vsi inšpektorji so se poskrili po domovih...,žalitev
"@BojankaStern @MinZdravje Rezultat dolgoletnega ubijanja slovenskega zdravstva, imamo podobne izkušnje sami doma. In levi, dalje silijo na oblast.",žalitev
"#EUAntitrust| Evropska komisija je danes začela dva sklopa preiskav @Apple zaradi domnevnih kršitev pravil🇪🇺 o konkurenci pri  

👉ponujanju aplikacij prek platforme #AppStore: https://t.co/fBaSMEJqoK
&amp;
👉pogojih uporabe mobilne denarnice #ApplePay:
https://t.co/9PKJaTqGbl https://t.co/U22c2Dthha",ni sporni govor
"@KristjanSarac @tfajon @AndrejaKatic @vladaRS @APivec Enakopravnost pomeni da vsak lahko kandidira. Enakopravnost ni da je nekdo zaščiten kot kočevski medved, četudi ni kos svojim nalogam.",žalitev
Glasbena meditacija pod zvezdami v Mariboru https://t.co/LuPfKgkgVc https://t.co/XGh0r6sQKs,ni sporni govor
"@APivec ""35% samopreskrba z zelenjavo..""  Ali ni to napačen (pesimističen) podatek?! Pridelava na domačih vrtovih (ohišnicah), ki je v Sloveniji ogromna, ni zajeta v uradni statistiki. Ali pač?! #Slovenijasebori Prosimo, pripravite spodbude in logistiko za povečanje vrtnarske pridelave.",ni sporni govor
"@StrankaLMS @TinaHeferle Je pa pošteno da ste si izplačali pol miljona eurov za odpravnine,gledali vas bomo pa še dalje....",žalitev
"@ElsevierConnect 1️⃣ Cell Press Journals je zbirka 30 znanstvenih revij s področja biologije.
2️⃣ ClinicalKey je zbirka različnih vsebin (revije, knjige, video vsebine) s področja kliničnega zdravstva in medicine.
3️⃣ Embase je obsežen vir medicinske literature (članki, prispevki iz konferenc).",ni sporni govor
"Ob zavedanju, da bom verjetno začel prepir, se vseeno ne morem zadržat: kako za Odina vam regrad ni ogaben? Mislim, mad respect, ker bi jaz tudi rad užival, ampak neprostovoljno obračanje želodca mi tega ne dovoli. Vem, da nisem sam v tem, ampak imam občutek, da sem manjšina.",žalitev
"@BizjakSelma @RomanLeljak G. Brda, Bohinj, Solčava in še nekaj občin ne spustijo viruščkov #SARSCoV2 medse. Kaj se nič ne zabavajo, poročajo, nimajo sezonskih delavcev z Balkana.. .? 🙂",ni sporni govor
@MarkoSket @NarodniBlok @Miran7777 Kaj pa glasovanje Madžarske glede Izraela v OZN?,ni sporni govor
"Po zaprtju gostinskih lokalov, so se vrabci vrnili k svoji naravni prehrani in redni vadbi, kar jim očitno dobro dene. https://t.co/3fEMLSH6BE",ni sporni govor
"@LottaS10 @SlovenijaVsrcu Tvoja ..elita..???..so
Pankrti..klerodomobrancev
..Tatovi  Orožja ki smo ga Mi plačali
Malikovalci..ustaštva..nazifašizma
Lakaji kapitala
https://t.co/5Z1qwesm70 bi radi oprali imena svojih zločinskih prednikov
Plačancev 3.reicha.

..drhal...sds..",žalitev
"RolandaŽela je država (MORS)pred leti poslala na službovanje v Bruselj zato,da bi se strokovno izpopolnil,po vrnitvi pa s pridobljenimi znanji prispeval k izgradnji slovenske vojske kot verodostojne zaveznice.Pridobil je zgoj znanja polnjenja lastnega žepa https://t.co/MzMbRTNmKv",žalitev
"g. Pribac: Ne aplikaciji za varovanje pred okuženimi !!!

Predlagam da odločno protestirate proti zdravnikom, saj njihov ""prosim, slečte se"" žali človeško dostojanstvo in je v duhu policijske države. 
Varuhi človekovih pravic, informacijski pooblaščenci ne boste nič ukrepali ?",žalitev
"Poročilo s Prešerca: Harmonikarje je prišel posnet filthy animal Štromajer.

V črni Antifa majčki... 😜😜",žalitev
"🟢 HVALA ZA VSE, GORAN BRKIĆ!
Olimpija je uradno potrdila slovo velikega žabarja Gorana Brkića. V dveh letih in pol ni igral toliko, kot bi lahko, je pa pokazal, kaj pomeni pripadnost. Kaj pomeni srčnost. Še slovensko se je naučil govoriti! Hvala za vse, Brko, in srečno!! https://t.co/A18MeTC4ZB",ni sporni govor
"@JakaDolinar2 24ur se ne rabi opravičiti nobenemu. Prvo gre za mnenje gostov in drugo z vsebino ni nič spornega. Samo razloženo je da je zgodovina pokazala da je potrebno biti previden. Če ste pa vi to interpretirali kot ""JJ je Hitler"" pa je vaša stvar",ni sporni govor
