tweet,is_offensive,sporni_govor
@JJansaSDS Navsezadnje sem s temi ukrepi še vedno med zaposlenimi. Ne vem kako bi si naša firma lahko privoščila obdržati vse zaposlene po takšnem padcu povpraševanja. Zatorej Hvala !,ni sporni govor,0
"@SimonKotnik1 Men je njegov um tolk grozljiv, da sem ga zlo odpikala https://t.co/ONj2SKhzPC",žalitev,1
"MGRT in SID banka bosta MSP &amp; velikim podjetjem ponudila finančne produkte v višini 800 mio💶, 200 mio 💶 novih oz. prilagojenih produktov ter 600 mio 💶 obstoječih produktov. 

➡️Obstoječi produkti v obliki posojil v sektorju turizem so že na voljo.  https://t.co/McZTJWEcec",ni sporni govor,0
"@petrasovdat @BostjanJerko Oglas se je verjetno že naložil. 
Ti si bila zacahnana kot obiskovalka.

Oboje ima vrednost na trgu.

Vedno manjšo sicer, zato boš naslednjič fasal duplo bolj glup naslov, da bo isti revenue. 

Limitirano proti nuli....",nespodobni govor,1
"Čutim torej sem. 
Tudi komarji so čuteča živa bitja! 
#NeUbijaj https://t.co/oGfHOu4CZK https://t.co/yBTebMbZi1",žalitev,1
"@akashaanasha 1) Ker začetke stavkov pišemo z veliko začetnico. 
2) Malenkost, z veseljem razlagam osnovnošolska dognanja.
5) https://t.co/AQgODCAqIc",žalitev,1
"@APivec @vladaRS @ZvezaDUS Glede na omejena sredstva za reševanje podjetij, verjetno ogromno zadolževanje, je ta dodatek ekonomsko neutemeljen. Ogroženi so samozaposleni s krediti, brez evra v žepu, ljudje na čakanju, ne pa upokojenci s stabilnimi prihodki, čeprav so pokojnine seveda (pre)nizke #prioritete",ni sporni govor,0
"@peroksid saj Grčija nam tudi na Eurosongu vedno, da 0 oz. nič,nula,nada,zero,null točk..",ni sporni govor,0
"@rokomavh To pa drži. 👍Ampak zdaj imamo, kot kaže, vsi že malo manj smisla za humor.Z menoj vred.🙄",ni sporni govor,0
"Ob Roškem breznu pod Macesnovo gorico poteka obletna spominska maša za žrtve revolucionarnega nasilja v Kočevskem Rogu, ki bo tokrat minila brez množične udeležbe. https://t.co/7U5vu6b77b",ni sporni govor,0
@UrosEsih Nesporno bo se naprej prejemal 1 mio place na uefi in ga bo prav malo brigalo kaj se dogaja pri nas ..,ni sporni govor,0
Planet https://t.co/tdtnFDYRh6: https://t.co/Q9Nic74bwk So mladi v prometu res nevarni? Ta graf kaže nasprotno.... https://t.co/n6JgSiizcj,ni sporni govor,0
"@Hrastnikov @ModernaKmetica @Urskitka @uporabnastran @Airbnb Booking se ni
Se mores z vsakim hotelom posebaj menit in se nic ne zmenis...tudi s Spanci ne , ceprav ne mores do njih..",ni sporni govor,0
"Citat:
""Klasični mediji torej v času krize uživajo visoko stopnjo zaupanja (...) ugotavljajo pri Mediani. Raziskavo so izvedli ( ...) z metodo spletnega anketiranja ( ...)"" 

Mediana: Ljudje najbolj zaupajo klasičnim medijem. spletnim nekoliko manj. https://t.co/ouHgita26l",ni sporni govor,0
"@MihaLjubljana Kje pa? V času epidemije korone imajo vsi ljudje na tapeti virus korone kot nekaj slabega in tako je z Janšo, pa zaradi tega nista ne corona ne Janša kakšen fetiš.
Fetiš v obliki kulta osebnosti je za janševce Janez Janša sam, ki ga že celo povzdigujejo v brezmadežno božanstvo. https://t.co/OjEyUw0Fle",žalitev,1
@StriglMilan @vinkovasle1 @NeMaramButlov @Nova24TV Milan strinjam se s tabo. To kar si ti levaki izmišljajo je podn od podna. Resnično.,žalitev,1
"Ljubljanski muzeji in galerije združili moči z enotno vstopnico, ki odpira vrata v 11 muzejev in galerij po Ljubljani.  https://t.co/7aFmQ18ycE",ni sporni govor,0
@NovaSlovenija @MatejTonin @JernejVrtovec Kaj konkretno je dosegel v dosedanji borbi ki jo navajate?,ni sporni govor,0
"🎙 ""Ko nekdo dela dobro, ni potrebe, da ga je strah česar koli in kogar koli,"" 

je pred dnevi za @Val202 dejal infektolog iz bolnišnice v Pavii Raffaele Bruno. 

Pogovoru lahko prisluhnete tule: ▶ https://t.co/qLwkoNcsjy",ni sporni govor,0
@ARMlNEGOVlC @GBWallac3 @strankalevica Se vedno cakam na (uspesen) levi sistem kjer bi rad zivel ;) torej kje je tak levicarski sistem ki ima iste vrednote kot levica in deluje oz je ZA ljudi?,žalitev,1
@AntonZmavc @vmatijevec Včeraj je trdil da so plačane! Vodijo nas nevarni diletanti,žalitev,1
"@ZigaTurk @SaskaStumberger @vipavska Naucis se jo tako kot cirilico. Malo so zoprne le stevilke, ker jih nadomescajo crke. Fonti se dobijo na spletu.",ni sporni govor,0
"Se mi zdi lepo, da niso zaigrali Slakovega “Čebelarja”, glede na to, da so kvote za pobitje 🐝🐝🐝 dvignili iz 7% na 20%. 🍀&amp;❤️ https://t.co/eO028sJXjt",žalitev,1
"@JJansaSDS Tebi idiot grozi marsikaj drugega!!!! 2. val bo val, ki vas bo odnesel !!!! Kreteni manipulativni!!!!!",žalitev,1
"@leben0007 @vinkovasle1 @MatevzNovak @v_jadran @VidaKocjan @sarecmarjan 😷razumem skrb, a vendar 1000 testov na dan ne morem razumeti kot dokaz ali namero Vlade RS, da testiranj ne opravlja. Mogoče bi nam vsem dostavili testerje, in sami vzamemo bris ter ga izročimo v laboratorij🇸🇮🇸🇮poskušam razmišljati",ni sporni govor,0
"@AlpskiVikingi @MarioPlesej @KlemenKer Jaz se tudi peš nočem ustavljati, če mi ni treba. Semafor je signal, da je treba. ¯\_(ツ)_/¯",ni sporni govor,0
@AlenkaKesar @petrasovdat Al pa se prepeljes od trgovine do poste... žal je to še vedno treba...,ni sporni govor,0
@MarjetaKuhar Ker gospa poslanka @TinaHeferle iz @StrankaLMS ne zna poguglat🤷🏼‍♀️ 🤷🏼‍♀️,žalitev,1
"@RevijaReporter Ce je headline bistvo tega, kar je povedal, potem je to beda od obtozbe. Sarceva vlada je zamudila z nabavo zascitne opreme, in ob sirjenju koronavirusa so cene poletele v nebo, in lahko si bil srecen, ce si jih dobil.",žalitev,1
"Če drži, da je ""nova parlamentarna večina"" danes v DZ umaknila z dnevnega reda imenovanje novih SLO sodnikov sodišča EU, je to zgolj dobro. O tem sva namreč z @steinbuch @PlusPortal napisala cele ekspertize:
➡️https://t.co/36nFJArS8a
➡️https://t.co/80V2Pl0wLB @BorutPahor @vladaRS https://t.co/bQmyFQAkys",ni sporni govor,0
"A51 ali A71? Oglej si 5 razlogov, ki ti bodo pomagali pri odločitvi, kateri je prava izbira zate! 👇
https://t.co/JEfSJkjsZz 
https://t.co/9rZSkWDIIc https://t.co/kIYZTZbMp8",ni sporni govor,0
"Odredbe sodišča za preiskave ni lahko dobiti, AVK jo je tokrat dobil za glavne slovenske medijske veljake oziroma z njimi povezana podjetja
https://t.co/yZFt3Nr3oQ",ni sporni govor,0
"@BojanPozar @vladaRS @MinZdravje @sarecmarjan @BorutPahor Kako, da ni navodil?! Šarec in ga. Bulc pravita: v vsaki občini postaviti lesenega Trumpa in ga zažgati, hoditi po nastali žerjavici, kar odžene virus za eno leto. Če ima Trump zastavici z napisom neoliberalizem to zaleže za 2 leti.",žalitev,1
"@jurzesky Ne še, se ne bom, dokler bo tak neživljenjski vozni red. Popoldne iz Lj vlak ob 16h, naslednji ob 21h 🤦‍♀️",ni sporni govor,0
"@mgregorcic @pavlijj @StrankaSAB Peče..peče, ker so mislili da bodo še naprej lomastili po MZI..🤷‍♂️",žalitev,1
"@bojan_krajnc @BorutPahor Mene zanima, kam se vsi jugonostalgiki zdaj pozicionirajo?",žalitev,1
"@jozegas @mfaganel @vladaRS https://t.co/O3lP9FBEDk

Evo točno kot sem napisal pred 4 meseci. Ovce smo debatirale, Orban je pa imel predstavo in se delal reveža kako ga cel svet napada.",žalitev,1
"Krivi so ministri in direktorji DSO, ki so jih nastavili ti isti ministri...glejga zlomka, to pa so ministri @strankaSD, ki so bili med 91 in 2020 najdlje na polozajih...
J.Puhar (90-94)
R. Klinar (94-96)
A.Rop (96-00)
V.Dimovski (00-04)
I. Svetlik (08-11)
A.Kopac Mrak (13-18) https://t.co/Pc50KLBfOC",žalitev,1
"@drVinkoGorenak Hvala za vabilo Vinko! Z veseljem bom prebral, koliko zdajšnjih šefov je bilo že kazensko preganjanih in koliko celo pravnomočno obsojenih!",ni sporni govor,0
"Kaj naj vzgojiteljice storijo, ko bo otrok jokal, če naj si najprej umijejo roke. Dr. Logaj: Higienski režim sigurno predstavlja neke nove navade, ki jih bomo sčasoma pridobili. Vzgojiteljica naj otroka vzame v naročje in ga potolaži, tako kot je to počela pred epidemijo.",ni sporni govor,0
"@Skravzlana To so frontalne motnje, ki jih povzroča karantena. Ti pa zgledaš taka luškana frkljica. ❤",žalitev,1
"Kako se soočiti s svobodo, ko imamo naše predstave popolnoma oblikovane s ""sliko"" sveta, kakršno nam vsilijo ljudje, o katerih niti nič ne vemo?
https://t.co/4wIzKC05hq",ni sporni govor,0
"@MatijaStepisnik @MatejTonin @Slovenskavojska Ma kakšno Kosovo. Mislim, da jih bo potrebno preizkusit kar pri nas, pendreke, da se razume, glede na neprestane grožnje z ulico.",nasilje,1
"In ker so rekli, da bo deževalo, so se sončni špegli sončili doma, jaz pa mežikala do doma.",ni sporni govor,0
"Boj poštene Slovenije s SDS nas bo stalo veliko korona življenj, predvsem pa veliko denarja in izgubljenega časa. 
Tako nekako, kot so se znanstveiki borili s Cerkvijo v srednjem veku. Žalostno.",žalitev,1
"@BernardBrscic Spoštujem takšne in drugačne glede veroizpovedi, o politiki države se pogovarjati v cerkveni ustanovi, pa se mi ne zdi OK.",ni sporni govor,0
"@Pikanai1 @peterjancic @FranciKek @jjansa Ok. In kako nameravaš ubiti JANŠIZEM, brez da bi ubila Janšo?
Druga opcija je le, da pobiješ vse podpornike JANŠIZMA t.j. volilce SDS.

Torej smrt ljudem v vsakem primeru.",žalitev,1
"@Dr_Eclectic @tiskraba dons jih nisem vidla (razen une, ki so že tradicionalno in ponavad s suho blazinco) :)",nespodobni govor,1
"@JoannesCarnius @ZigaTurk Glej ga zlomka, kaj naredi lockdown: vi že en mesec razmišljate o mojih nogavicah👠👠👠 A vaša partnerka to ve?",žalitev,1
"@necenzurirano_ @dreychee mi lahko kdo pomaga s podatkom, kolikšna je obveznost slovenije pri filanju eu proračuna?.. nekje sem zasledil podatek da 5,75 mrd za naslednjo perspektivo? je to možno?",ni sporni govor,0
@KanalA_tv  in @24ur_com ...VAS je treba z zakonom PREPOVEDAT ! Najbolj lažnjivi medij v EU ! Živim za to da VI lažnjivi novinarji začnete odgovarjati za vaše laži ! Jebo VAM TRUMP mater  IDIOTI ! @realDonaldTrump,žalitev,1
"GLEDE NA TO, DA JE TOŽNICA PO PRIIMKU SODEČ SLOVENKA, JI NI ZA VERJETI ČISTO NIČ. SLOVENCI SO VELIKI LAŽNIVCI. SPLOH DOLENJSKA JE GNEZDO SKRAJNO IZPRIJENIH IN LAŽNIVIH LJUDI. DOKAZANO.: 
Ženske je novomeški hodža zdravil s seksom.  https://t.co/tteX4LbOeZ",žalitev,1
Že tukaj se vidi kako smo Slovenci bolj blizu severnem kot južnem genetskem bazenu... https://t.co/AyeQ7Gh1z7,žalitev,1
@milijonar Brezmadežno je bilo spočeto. Mastnak je bil napravljen v angela Gabrijela.,žalitev,1
@had Poleg vseh njegovih/njihovih izmišljotin in laži so jih verjetno pošiljali na soško fronto.,žalitev,1
Na poti še zadnji informativni izračuni dohodnine - Radio Robin https://t.co/LMgVMnpKjU via @RADIO_ROBIN,ni sporni govor,0
"@akashaanasha @Vdanidavkoplace @HerbiMarc @vantanero @BRajgelj @ja_godka_1 O, boh. Zakaj bi moral posameznik na TW debatirati z anonimnim težakom? Še uradni kanali tega ne delajo. In kaka moja ekipa? Jaz nimam nobene ekipe. Kakšni poboji? Slučajno se mi je dalo napisati 3 odgovore in imam zdaj kup obvestil in motenj. Dej, raje malo pospravljaj al neki.",žalitev,1
"Si predstavljate delo zaposlenih v komunalnih podjetjih, ki služijo za svoje družine za enak mesečni znesek, ki ga pridobijo tile ne civilizirani umazanci.... https://t.co/bNBFIPYCAk",žalitev,1
"Priporočila kako oblikovati politiko grozdov:
Summary Report on lessons learnt from fostering modern Cluster Policy in regions in industrial transition.
#SkupajZmoremo @PocivalsekZ @SVRK_RS",ni sporni govor,0
"@PSlovenec @Matej_Klaric Glej, glej, kako dešnjakarja 
skrbi usoda starejših. Pravi človekoljub.😬",žalitev,1
"@GovorecCOVID19 Jaz tudi ne bi odprl vrat. S tem bi v bistvu kršil bistvo karantene. 

Me pa zanima, kako takrat, ko je človek v karanteni lahko pride do hrane in zdravil?",ni sporni govor,0
"@SikkPuppi Sprašujem se, kako oseba na takem položaju zmore javno objavljati tako nagnusne komentarje.
Ne glede na to, kaj pač misli. Gre za izjave, ki bodo ostale za vedno shranjene.
Ogabno, kakšni ljudje imajo možnost odločanja... V našem imenu, o naših življenjih...",žalitev,1
"Poslušajte ga, prisesanca, govori o kolaborantih. Poznate to označevanje? Proračunski  sesek živi v letu 1943. https://t.co/SUmZqc2qob",žalitev,1
"LE kdor Ljubi Jezusa, 
je Sveti Duh z njim
in potem iz njegovega oprsja
tečejo reke Žive vode. 
In komur tak odpusti, mu je v nebesih odpuščeno,
in komur tak zadrži, mu je v nebesih zadržano. https://t.co/vQ2UCPOIod",ni sporni govor,0
Srce šansona ❤️ Marlene Dietrich in rjoveča dvajseta 🎶 #ostanimodoma in poslušajmo izbor skladb z debitantskega govorečega filma Modri angel in Maroko. 🎧 https://t.co/rIkazUnjHY https://t.co/KR6zLNQOh1,ni sporni govor,0
"V novi reviji DEMOKRACIJA (@Demokracija1): VELIKI INTERVJU: @JJansaSDS: #Freedom  je zame sveta in #FreeSpeech je nekaj, za kar se bom vedno boril! Infektologi: Situacija je zelo nevarna! Lahko pride do večjega širjenja @COVID19! https://t.co/tnX5UkJRd7 https://t.co/vMCTj600vf",ni sporni govor,0
"@ZigaTurk Ne da se minimalno resno pogovarjat, če sredi debate ugotoviš nevzdržnost svoje trditve in namesto, da priznaš zmoto, spremeniš tezo. https://t.co/WRlWkNTQYE",žalitev,1
KOLESARSTVO: Tadej Pogačar po odpovedi drugi na dirki po ZAE https://t.co/GXbxjq1oWE,ni sporni govor,0
"Zdaj je čas, da obiščete Šaleško dolino in preživite počitnice na Velenjski plaži. #mojaslovenija #ifeelslovenia #visitsaelska https://t.co/CQ790JcKX4",ni sporni govor,0
"@JJansaSDS @RTV_Slovenija To so pravi strokovnjaki, #stroka je strokovnjak, ki je član (ali dela za) @strankaSD",žalitev,1
"OMB, Sigue Sigue Sputnik na @Val202 . 😁😁😁 Niham med tem, da se počutim evforično mladostnega in obupno starega.",ni sporni govor,0
"""Današnji obisk v Prekmurju ocenjujem kot uspešen, ki nam je dal še več uvida v lokalno situacijo. V centru Slovenije se lažje priti zraven, ti kraji pa potrebujejo več pozornosti.""
@sarecmarjan v izjavi novinarjem ob koncu srečanja https://t.co/hoA8Blhrnu",ni sporni govor,0
@FliserB @metaprepadnik Glavno da imajo starsi in NVO ji na njen racun 5 minut slave....,žalitev,1
"@yrennia1 Borci za pravico do branja knjig. Se boste kaj oglasili, halo, ni še javnega prevoza, pa viša parkirnine.",žalitev,1
"@SumAndreja @iCinober Je res. Ampak res ni veliko potrebno. Razkuževati roke med bolniki, maske na obraz in misliti kaj delaš in kako delaš",ni sporni govor,0
@lukavolk1 @BRajgelj @BojanPozar @vecer @Twitter @drVinkoGorenak @JJansaSDS @StrankaSMC @strankaDeSUS @NovaSlovenija A je res FDV? Močno dvomim. Jaz sem tam šolan in z znanjem od tam ji ugovaarjam :),ni sporni govor,0
"Nemogoče, ker vedno se ustavi pri enem naučenem stavku. https://t.co/50hHDWkh8R",žalitev,1
"@Mauhlerca če se jih ne pokosi, v nekaj dneh porjavijo in se spremenijo v slamo.",ni sporni govor,0
"""Poznavanje ljudi – kakšni ljudje delajo pri nas, kaj pričakujejo, kaj so njihove želje, ambicije, pričakovanja – postaja vedno bolj ključno, tako pri privabljanju, kot tudi zadrževanju talentov."" 👉 https://t.co/QTd6alLmZk

#companyculture #companyculturematters https://t.co/4RfBh3js2X",ni sporni govor,0
"@Casnik @TinoMamic Ga Roš,sedaj točno vem,kam NE jest !!!Zakaj bi puščali denar takim nastrojencem kot ste vi.",žalitev,1
"Daniel Grabar, str. dir. SB Murska Sobota: Bolnišnice so namenjene zdravljenju bolnikov, ki potrebujejo zdravljenje. V času epidemije moramo zagotoviti kapacitete tistim, ki takšno zdravljenje potrebujejo. Primerjanje kapacitete je nemogoče, ker ne vemo kaj nas čaka čez teden.",ni sporni govor,0
"Kourtney Kardashian je nosila Scottovo srajco - ali to pomeni, da sta spet skupaj? https://t.co/1ISmkKBiYd https://t.co/wwTQDTRNeb",ni sporni govor,0
"Madžarska vlada zavrnila ratifikacijo Istanbulske konvencije. Glavna razloga: nekateri členi so v nasprotju z njeno migracijsko politiko, nekateri drugi pa temeljijo na družbeni konstrukciji spola, ki je Madžarska noče vključiti v svojo zakonodajo.  https://t.co/wdtYq8eRvV",ni sporni govor,0
"@IJoveva @Europarl_EN @RenewEurope @StrankaLMS Torej je la Greta popolnoma odveč?? Hvala, da ste končno to na glas povedali. 😷",žalitev,1
"Čelni termometri so ""neustrezni"", saj je ""točnost merjenja najslabša od vseh možnih termometrov"".
Po trenutnih raziskavah je najbolj optimalno mesto za merjenje telesne temperature na površini človeškega telesa notranji očesni kot. https://t.co/5T59GhpiW6 https://t.co/VfdJazEAxV",ni sporni govor,0
"IZ TISKANE IZDAJE Rado Pezdir na sledi Zemljaričevemu omrežju in Mačkovemu imperiju
https://t.co/jpdkxjk83f https://t.co/FYRKFuMbWB",ni sporni govor,0
"Minister @MatejTonin na seji Odbora za obrambo DZ: Zakon bo pod eno streho združil vse naložbe v prihodnjih šestih letih. Namenjen bo za vse investicije–za sodobno oborožitev @Slovenskavojska , osebno opremo vojakov, investicije v vojašnice, infrastrukturo in vso ostalo opremo.",ni sporni govor,0
"@Hrastnikov Lepo tebi. Meni bi morali prejšnji teden začet dve terasi zidat. Ni sekanih zidakov, ni armature, ni betona. Zdrmal se mi bo cel letni plan...",ni sporni govor,0
"@vecer @StrankaLMS @strankaSDS Diagnoza: poskušajmo uničiti, še tisto, kar nam ni uspelo. Šarec in vi govorite o dostojanstvu???",žalitev,1
"@maxthegreat2014 @lesjakb @hrastelj Nisem pisal o sodbi slovenskega ustavnega sodisca ampak o izjavi g. Todorovica. In kdo si,da me zalis. Mogoce pa imate vi tezave mogoce  z slovenskim jezikom",žalitev,1
"@MiroCerar @StrankaSMC Gospod Cerar. Moj poklon. Vesel sem, da se nisem motil o vas.",ni sporni govor,0
"@MarkoSket @DKosterca @DrustvoHudajama @SergijVermiglio @Liberalec2 ona je bila ubijalka Židinja.. kaj smo pa mi? isto Židje, če ne zmoremo obsodit umorov....in že 75 let gledamo  da nam vladajo morilci in nj. potomci....kdor zagovarja zločin je  isto  zločinec..Žid",žalitev,1
"V življenju sem slišala.. ja, na tak način ne boš nič dosegla!!
Poglej me zdaj, ležim na kavču pa rešujem svet 😂😂😂",žalitev,1
#F1 #f1si Honda je čakala...in dočakala maščevanje - https://t.co/3ryhV2fdHW,ni sporni govor,0
"@stanka_d Magnetogrami so hudo koristna zadevsna, ce si c DZ kot strokovc in poslanc pa sploh. Tam je vse zapisano in za povedat nekimu kaj je rekel pri kaksni razpravi je to to...vse crno na belem 😜",ni sporni govor,0
"@druniqedouce @KingKob53313520 Nisi sposobna/sposoben kulturnega dialoga, zmerjanje s sodrgo in vpletanje RKC je ves tvoj domet. Vsi delujete na enak način. Bodi boljša/boljši!!!",žalitev,1
"@AfterCorona_1 @AlenkaJerajSDS Jaz pa mislim, da glede tega laže, ker ima zaprte oči

Samo po sebi nima zveze, ampak bv, če imam prav",žalitev,1
"@LahovnikMatej Rezultate ukrepov bomo šele videli, je prehitro, da bi lahko sodili ukrepe, ki so v bistvu kopija drugih. Imamo drugačne ljudi in gospodarstvo, minilo je premalo časa, premalo je info o stanju v firmah. Dejstvo je, da ne vemo kaj bo v prihodnje v EU&amp;W in smo gospodarsko odvisni.",ni sporni govor,0
